EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	19:17:55	0	0.0200	3.5732607416745994	2.8263912200927734	0.0	0.0	0.0	0.0
2	19:17:58	0	0.0200	1.962524208902311	1.1701632738113403	0.0	0.0	0.0	0.0
